# From bin/get_pathway_compounds.pl on Sun Jul 26 11:16:24 2020
# Pathway1	Pathway2	Shared compounds	Numbber of shared compounds
UDPNAGSYN-PWY	PWY0-781	GLT,GLN	2
UDPNAGSYN-PWY	TCA-GLYOX-BYPASS	ACETYL-COA	1
UDPNAGSYN-PWY	THRESYN-PWY	GLT	1
UDPNAGSYN-PWY	ALL-CHORISMATE-PWY	GLT,GLN	2
UDPNAGSYN-PWY	PWY0-162	GLT,GLN	2
UDPNAGSYN-PWY	PWY0-1313	ACETYL-COA	1
UDPNAGSYN-PWY	ACETATEUTIL-PWY	ACETYL-COA	1
UDPNAGSYN-PWY	PRPP-PWY	GLT,GLN	2
UDPNAGSYN-PWY	PYRUVDEHYD-PWY	ACETYL-COA	1
UDPNAGSYN-PWY	PWY-5162	ACETYL-COA	1
UDPNAGSYN-PWY	PWY-7211	GLT,GLN	2
UDPNAGSYN-PWY	ORNARGDEG-PWY	GLT	1
UDPNAGSYN-PWY	AST-PWY	GLT	1
UDPNAGSYN-PWY	ARGDEG-PWY	GLT	1
UDPNAGSYN-PWY	THREOCAT-PWY	ACETYL-COA,GLT	2
UDPNAGSYN-PWY	PWY0-845	GLT	1
UDPNAGSYN-PWY	PWY0-1569	ACETYL-COA	1
UDPNAGSYN-PWY	PROUT-PWY-I	GLT	1
UDPNAGSYN-PWY	PWY-7335	UDP-N-ACETYL-D-GLUCOSAMINE	1
UDPNAGSYN-PWY	PWY-7343	|D-glucopyranose-6-phosphate|	1
UDPNAGSYN-PWY	PWY-7870	ACETYL-COA	1
UDPNAGSYN-PWY	CYSTSYN-PWY	ACETYL-COA	1
UDPNAGSYN-PWY	PWY-7176	GLT,GLN	2
UDPNAGSYN-PWY	GLYOXDEG-PWY	ACETYL-COA	1
UDPNAGSYN-PWY	GLUTORN-PWY	ACETYL-COA,GLT	2
UDPNAGSYN-PWY	PHESYN	GLT	1
UDPNAGSYN-PWY	PWY0-44	FRUCTOSE-6P	1
UDPNAGSYN-PWY	ETOH-ACETYLCOA-ANA-PWY	ACETYL-COA	1
UDPNAGSYN-PWY	PWY-7196	GLT,GLN	2
UDPNAGSYN-PWY	GLUCOSE1PMETAB-PWY	|D-glucopyranose-6-phosphate|	1
UDPNAGSYN-PWY	PWY-7208	GLT,GLN	2
UDPNAGSYN-PWY	PWY-7180	ACETYL-COA	1
UDPNAGSYN-PWY	MANNCAT-PWY	FRUCTOSE-6P	1
UDPNAGSYN-PWY	GLUTATHIONESYN-PWY	GLT	1
UDPNAGSYN-PWY	PWY-5188	GLT	1
UDPNAGSYN-PWY	GLUTDEG-PWY	GLT	1
UDPNAGSYN-PWY	ASPARTATESYN-PWY	GLT	1
UDPNAGSYN-PWY	GLYCOCAT-PWY	|D-glucopyranose-6-phosphate|	1
UDPNAGSYN-PWY	PYRIDNUCSAL-PWY	GLT,GLN	2
UDPNAGSYN-PWY	LEUSYN-PWY	ACETYL-COA,GLT	2
UDPNAGSYN-PWY	PWY-7761	GLT,GLN	2
UDPNAGSYN-PWY	PYRIDNUCSYN-PWY	GLT,GLN	2
UDPNAGSYN-PWY	PWY0-1325	GLT,GLN	2
UDPNAGSYN-PWY	ASPARAGINE-BIOSYNTHESIS	GLT,GLN	2
UDPNAGSYN-PWY	PWY-7221	GLT,GLN	2
UDPNAGSYN-PWY	PWY0-1221	GLT	1
UDPNAGSYN-PWY	PUTDEG-PWY	GLT	1
UDPNAGSYN-PWY	PWY0-461	GLT	1
UDPNAGSYN-PWY	HISTSYN-PWY	GLT,GLN	2
UDPNAGSYN-PWY	GLUCONEO-PWY	FRUCTOSE-6P,|D-glucopyranose-6-phosphate|	2
UDPNAGSYN-PWY	MANNIDEG-PWY	FRUCTOSE-6P	1
UDPNAGSYN-PWY	HEXITOLDEGSUPER-PWY	FRUCTOSE-6P	1
UDPNAGSYN-PWY	FAO-PWY	ACETYL-COA	1
UDPNAGSYN-PWY	TRNA-CHARGING-PWY	GLT,GLN	2
UDPNAGSYN-PWY	ARGSYN-PWY	ACETYL-COA,GLT,GLN	3
UDPNAGSYN-PWY	DAPLYSINESYN-PWY	GLT	1
UDPNAGSYN-PWY	PWY-5659	FRUCTOSE-6P,|D-glucopyranose-6-phosphate|	2
UDPNAGSYN-PWY	PEPTIDOGLYCANSYN-PWY	UDP-N-ACETYL-D-GLUCOSAMINE,GLT	2
UDPNAGSYN-PWY	ARG+POLYAMINE-SYN	ACETYL-COA,GLT,GLN	3
UDPNAGSYN-PWY	PWY0-1305	GLT	1
UDPNAGSYN-PWY	PWY-6125	GLT,GLN	2
UDPNAGSYN-PWY	DENOVOPURINE2-PWY	GLT,GLN	2
UDPNAGSYN-PWY	PWY-6387	UDP-N-ACETYL-D-GLUCOSAMINE,GLT	2
UDPNAGSYN-PWY	BRANCHED-CHAIN-AA-SYN-PWY	ACETYL-COA,GLT	2
UDPNAGSYN-PWY	SER-GLYSYN-PWY	GLT	1
UDPNAGSYN-PWY	ASPASN-PWY	GLT	1
UDPNAGSYN-PWY	PWY0-1297	ACETYL-COA	1
UDPNAGSYN-PWY	P4-PWY	GLT	1
UDPNAGSYN-PWY	COMPLETE-ARO-PWY	GLT,GLN	2
UDPNAGSYN-PWY	PWY-2161	GLT	1
UDPNAGSYN-PWY	PWY-6614	GLT	1
UDPNAGSYN-PWY	PWY-6612	GLT,GLN	2
UDPNAGSYN-PWY	PWY-6543	GLT,GLN	2
UDPNAGSYN-PWY	GLNSYN-PWY	GLT,GLN	2
UDPNAGSYN-PWY	NRI-PWY	GLT,GLN	2
UDPNAGSYN-PWY	AMMASSIM-PWY	GLT,GLN	2
UDPNAGSYN-PWY	PWY0-321	ACETYL-COA	1
PWY0-1319	PWY-5667	DIHYDROXY-ACETONE-PHOSPHATE,CDPDIACYLGLYCEROL,L-PHOSPHATIDATE,ACYL-SN-GLYCEROL-3P,GLYCEROL-3P	5
PWY0-1319	PWY0-781	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1319	FUC-RHAMCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1319	PWY0-1569	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1319	PWY0-1581	DIHYDROXY-ACETONE-PHOSPHATE,GLYCEROL-3P	2
PWY0-1319	PWY0-1584	DIHYDROXY-ACETONE-PHOSPHATE,GLYCEROL-3P	2
PWY0-1319	PWY0-1582	DIHYDROXY-ACETONE-PHOSPHATE,GLYCEROL-3P	2
PWY0-1319	RHAMCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1319	PWY-5669	CDPDIACYLGLYCEROL	1
PWY0-1319	FUCCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1319	PWY-5971	ACP	1
PWY0-1319	DARABCATK12-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1319	PWY-7446	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1319	PYRIDNUCSYN-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1319	BIOTIN-BIOSYNTHESIS-PWY	ACP	1
PWY0-1319	GLUCONEO-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1319	HEXITOLDEGSUPER-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1319	GALACTITOLCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-1319	PWY0-1591	DIHYDROXY-ACETONE-PHOSPHATE,GLYCEROL-3P	2
PWY0-1319	PWY-6282	ACP	1
PWY-5667	PWY0-781	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY-5667	FUC-RHAMCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY-5667	PWY0-1569	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY-5667	PWY0-1581	DIHYDROXY-ACETONE-PHOSPHATE,GLYCEROL-3P	2
PWY-5667	PWY0-1584	DIHYDROXY-ACETONE-PHOSPHATE,GLYCEROL-3P	2
PWY-5667	PWY0-1582	DIHYDROXY-ACETONE-PHOSPHATE,GLYCEROL-3P	2
PWY-5667	RHAMCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY-5667	PWY-5669	CDPDIACYLGLYCEROL	1
PWY-5667	FUCCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY-5667	DARABCATK12-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY-5667	PWY-7446	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY-5667	PYRIDNUCSYN-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY-5667	GLUCONEO-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY-5667	HEXITOLDEGSUPER-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY-5667	GALACTITOLCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY-5667	PWY0-1591	DIHYDROXY-ACETONE-PHOSPHATE,GLYCEROL-3P	2
PWY-5436	PWY0-781	THR	1
PWY-5436	TCA-GLYOX-BYPASS	ACETYL-COA	1
PWY-5436	THRESYN-PWY	THR	1
PWY-5436	HOMOSER-THRESYN-PWY	THR	1
PWY-5436	PWY0-1313	ACETYL-COA	1
PWY-5436	ACETATEUTIL-PWY	ACETYL-COA	1
PWY-5436	PWY-6703	ACETALD	1
PWY-5436	PRPP-PWY	GLY	1
PWY-5436	PYRUVDEHYD-PWY	ACETYL-COA	1
PWY-5436	PWY-5162	ACETYL-COA,ACETALD	2
PWY-5436	THREOCAT-PWY	GLY,THR,ACETYL-COA,ACETALD	4
PWY-5436	PWY0-1569	ACETYL-COA	1
PWY-5436	PWY-7870	ACETYL-COA	1
PWY-5436	CYSTSYN-PWY	ACETYL-COA	1
PWY-5436	GLYOXDEG-PWY	ACETYL-COA	1
PWY-5436	GLUTORN-PWY	ACETYL-COA	1
PWY-5436	ETOH-ACETYLCOA-ANA-PWY	ACETYL-COA,ACETALD	2
PWY-5436	PWY-7180	ACETYL-COA,ACETALD	2
PWY-5436	GLUTATHIONESYN-PWY	GLY	1
PWY-5436	LEUSYN-PWY	ACETYL-COA	1
PWY-5436	FAO-PWY	ACETYL-COA	1
PWY-5436	TRNA-CHARGING-PWY	GLY,THR	2
PWY-5436	ARGSYN-PWY	ACETYL-COA	1
PWY-5436	GLYCLEAV-PWY	GLY	1
PWY-5436	PWY0-1586	GLY	1
PWY-5436	PWY-7892	GLY	1
PWY-5436	PWY0-1587	THR	1
PWY-5436	ARG+POLYAMINE-SYN	ACETYL-COA	1
PWY-5436	DENOVOPURINE2-PWY	GLY	1
PWY-5436	BRANCHED-CHAIN-AA-SYN-PWY	THR,ACETYL-COA	2
PWY-5436	SER-GLYSYN-PWY	GLY	1
PWY-5436	PWY0-1297	ACETYL-COA,ACETALD	2
PWY-5436	P4-PWY	THR	1
PWY-5436	PWY-2161	GLY	1
PWY-5436	1CMET2-PWY	GLY	1
PWY-5436	PWY0-321	ACETYL-COA	1
TRPSYN-PWY	UBISYN-PWY	PYRUVATE,CHORISMATE	2
TRPSYN-PWY	PWY-5901	PYRUVATE,CHORISMATE	2
TRPSYN-PWY	GALACT-GLUCUROCAT-PWY	PYRUVATE,GAP	2
TRPSYN-PWY	VALSYN-PWY	GLT,PYRUVATE	2
TRPSYN-PWY	PWY0-781	PRPP,GLT,PYRUVATE,GLN	4
TRPSYN-PWY	THRESYN-PWY	GLT	1
TRPSYN-PWY	ALL-CHORISMATE-PWY	CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P,PRPP,N-5-PHOSPHORIBOSYL-ANTHRANILATE,GLT,PYRUVATE,ANTHRANILATE,CHORISMATE,GLN,GAP,INDOLE-3-GLYCEROL-P,TRP,INDOLE,SER	13
TRPSYN-PWY	FUC-RHAMCAT-PWY	PYRUVATE	1
TRPSYN-PWY	PWY0-162	PRPP,GLT,GLN	3
TRPSYN-PWY	GLUCARGALACTSUPER-PWY	PYRUVATE	1
TRPSYN-PWY	PRPP-PWY	PRPP,GLT,GLN	3
TRPSYN-PWY	PYRUVDEHYD-PWY	PYRUVATE	1
TRPSYN-PWY	PWY-5162	PYRUVATE	1
TRPSYN-PWY	PWY-7211	PRPP,GLT,GLN	3
TRPSYN-PWY	PWY0-1465	PYRUVATE	1
TRPSYN-PWY	ORNARGDEG-PWY	GLT	1
TRPSYN-PWY	MET-SAM-PWY	PYRUVATE	1
TRPSYN-PWY	AST-PWY	GLT	1
TRPSYN-PWY	ARGDEG-PWY	GLT	1
TRPSYN-PWY	THREOCAT-PWY	GLT,PYRUVATE	2
TRPSYN-PWY	PWY0-845	GLT,PYRUVATE,GAP	3
TRPSYN-PWY	PROUT-PWY-I	GLT	1
TRPSYN-PWY	PWY-7870	SER	1
TRPSYN-PWY	CYSTSYN-PWY	SER	1
TRPSYN-PWY	LCYSDEG-PWY	PYRUVATE	1
TRPSYN-PWY	PWY-7176	GLT,GLN	2
TRPSYN-PWY	PWY-7183	PRPP	1
TRPSYN-PWY	GLUTORN-PWY	GLT	1
TRPSYN-PWY	PWY0-1535	PYRUVATE	1
TRPSYN-PWY	NONMEVIPP-PWY	PYRUVATE,GAP	2
TRPSYN-PWY	PWY-7194	PRPP	1
TRPSYN-PWY	PWY-5838	PYRUVATE,CHORISMATE	2
TRPSYN-PWY	PWY0-1317	PYRUVATE	1
TRPSYN-PWY	PHESYN	GLT,CHORISMATE	2
TRPSYN-PWY	PWY0-163	PRPP	1
TRPSYN-PWY	PWY-7196	PRPP,GLT,GLN	3
TRPSYN-PWY	PWY-7208	PRPP,GLT,GLN	3
TRPSYN-PWY	PWY-7180	GAP	1
TRPSYN-PWY	PWY-5669	SER	1
TRPSYN-PWY	GLUTATHIONESYN-PWY	GLT	1
TRPSYN-PWY	GALACTCAT-PWY	PYRUVATE,GAP	2
TRPSYN-PWY	PWY-7242	PYRUVATE,GAP	2
TRPSYN-PWY	METSYN-PWY	PYRUVATE	1
TRPSYN-PWY	HOMOSER-METSYN-PWY	PYRUVATE	1
TRPSYN-PWY	GALACTARDEG-PWY	PYRUVATE	1
TRPSYN-PWY	GALACTUROCAT-PWY	PYRUVATE,GAP	2
TRPSYN-PWY	PWY-5188	GLT	1
TRPSYN-PWY	GLUCARDEG-PWY	PYRUVATE	1
TRPSYN-PWY	GLUCUROCAT-PWY	PYRUVATE,GAP	2
TRPSYN-PWY	GLUTDEG-PWY	GLT	1
TRPSYN-PWY	ASPARTATESYN-PWY	GLT	1
TRPSYN-PWY	PYRIDNUCSAL-PWY	PRPP,GLT,GLN	3
TRPSYN-PWY	LEUSYN-PWY	GLT	1
TRPSYN-PWY	PWY-7761	GLT,GLN	2
TRPSYN-PWY	PYRIDNUCSYN-PWY	PRPP,GLT,GLN	3
TRPSYN-PWY	PWY-5386	PYRUVATE	1
TRPSYN-PWY	PWY-5459	PYRUVATE	1
TRPSYN-PWY	PWY0-1325	GLT,GLN	2
TRPSYN-PWY	ASPARAGINE-BIOSYNTHESIS	GLT,GLN	2
TRPSYN-PWY	PWY-7221	GLT,GLN	2
TRPSYN-PWY	PWY0-1221	GLT	1
TRPSYN-PWY	PUTDEG-PWY	GLT	1
TRPSYN-PWY	PWY0-901	SER	1
TRPSYN-PWY	PWY0-461	GLT	1
TRPSYN-PWY	HISTSYN-PWY	PRPP,GLT,GLN	3
TRPSYN-PWY	GLUCONEO-PWY	PYRUVATE,GAP	2
TRPSYN-PWY	HEXITOLDEGSUPER-PWY	PYRUVATE,GAP	2
TRPSYN-PWY	GALACTITOLCAT-PWY	GAP	1
TRPSYN-PWY	TRNA-CHARGING-PWY	GLT,GLN,TRP,SER	4
TRPSYN-PWY	PWY-5837	PYRUVATE,CHORISMATE	2
TRPSYN-PWY	ARGSYN-PWY	GLT,GLN	2
TRPSYN-PWY	SALVPURINE2-PWY	PRPP	1
TRPSYN-PWY	PWY-6605	PRPP	1
TRPSYN-PWY	PWY-6609	PRPP	1
TRPSYN-PWY	PWY0-42	PYRUVATE	1
TRPSYN-PWY	DAPLYSINESYN-PWY	GLT,PYRUVATE	2
TRPSYN-PWY	PEPTIDOGLYCANSYN-PWY	GLT	1
TRPSYN-PWY	THISYN-PWY	PYRUVATE,GAP	2
TRPSYN-PWY	PWY-6579	PRPP	1
TRPSYN-PWY	PWY0-1324	PYRUVATE	1
TRPSYN-PWY	PWY-6620	PRPP	1
TRPSYN-PWY	ARG+POLYAMINE-SYN	GLT,GLN	2
TRPSYN-PWY	PWY0-1305	GLT	1
TRPSYN-PWY	PWY-6125	GLT,GLN	2
TRPSYN-PWY	DENOVOPURINE2-PWY	PRPP,GLT,GLN	3
TRPSYN-PWY	PWY-6387	GLT	1
TRPSYN-PWY	BRANCHED-CHAIN-AA-SYN-PWY	GLT,PYRUVATE	2
TRPSYN-PWY	SER-GLYSYN-PWY	GLT,SER	2
TRPSYN-PWY	ASPASN-PWY	GLT	1
TRPSYN-PWY	PWY0-1297	GAP	1
TRPSYN-PWY	ENTBACSYN-PWY	PYRUVATE,CHORISMATE,SER	3
TRPSYN-PWY	P4-PWY	GLT,PYRUVATE	2
TRPSYN-PWY	COMPLETE-ARO-PWY	CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P,PRPP,N-5-PHOSPHORIBOSYL-ANTHRANILATE,GLT,PYRUVATE,ANTHRANILATE,CHORISMATE,GLN,GAP,INDOLE-3-GLYCEROL-P,TRP,INDOLE,SER	13
TRPSYN-PWY	PWY-2161	GLT,SER	2
TRPSYN-PWY	PWY-6614	GLT	1
TRPSYN-PWY	1CMET2-PWY	SER	1
TRPSYN-PWY	PWY-6612	GLT,PYRUVATE,CHORISMATE,GLN	4
TRPSYN-PWY	PWY-6543	GLT,PYRUVATE,CHORISMATE,GLN	4
TRPSYN-PWY	GLNSYN-PWY	GLT,GLN	2
TRPSYN-PWY	NRI-PWY	GLT,GLN	2
TRPSYN-PWY	AMMASSIM-PWY	GLT,GLN	2
THREONINE-DEG2-PWY	PWY0-781	THR	1
THREONINE-DEG2-PWY	TCA-GLYOX-BYPASS	ACETYL-COA	1
THREONINE-DEG2-PWY	THRESYN-PWY	THR	1
THREONINE-DEG2-PWY	HOMOSER-THRESYN-PWY	THR	1
THREONINE-DEG2-PWY	PWY0-1313	ACETYL-COA	1
THREONINE-DEG2-PWY	ACETATEUTIL-PWY	ACETYL-COA	1
THREONINE-DEG2-PWY	PRPP-PWY	GLY	1
THREONINE-DEG2-PWY	PYRUVDEHYD-PWY	ACETYL-COA	1
THREONINE-DEG2-PWY	PWY-5162	ACETYL-COA	1
THREONINE-DEG2-PWY	THREOCAT-PWY	THR,AMINO-OXOBUT,GLY,ACETYL-COA	4
THREONINE-DEG2-PWY	PWY0-1569	ACETYL-COA	1
THREONINE-DEG2-PWY	PWY-7870	ACETYL-COA	1
THREONINE-DEG2-PWY	CYSTSYN-PWY	ACETYL-COA	1
THREONINE-DEG2-PWY	GLYOXDEG-PWY	ACETYL-COA	1
THREONINE-DEG2-PWY	GLUTORN-PWY	ACETYL-COA	1
THREONINE-DEG2-PWY	ETOH-ACETYLCOA-ANA-PWY	ACETYL-COA	1
THREONINE-DEG2-PWY	PWY-7180	ACETYL-COA	1
THREONINE-DEG2-PWY	GLUTATHIONESYN-PWY	GLY	1
THREONINE-DEG2-PWY	LEUSYN-PWY	ACETYL-COA	1
THREONINE-DEG2-PWY	FAO-PWY	ACETYL-COA	1
THREONINE-DEG2-PWY	TRNA-CHARGING-PWY	THR,GLY	2
THREONINE-DEG2-PWY	ARGSYN-PWY	ACETYL-COA	1
THREONINE-DEG2-PWY	GLYCLEAV-PWY	GLY	1
THREONINE-DEG2-PWY	PWY0-1586	GLY	1
THREONINE-DEG2-PWY	PWY-7892	GLY	1
THREONINE-DEG2-PWY	PWY0-1587	THR	1
THREONINE-DEG2-PWY	ARG+POLYAMINE-SYN	ACETYL-COA	1
THREONINE-DEG2-PWY	DENOVOPURINE2-PWY	GLY	1
THREONINE-DEG2-PWY	BRANCHED-CHAIN-AA-SYN-PWY	THR,ACETYL-COA	2
THREONINE-DEG2-PWY	SER-GLYSYN-PWY	GLY	1
THREONINE-DEG2-PWY	PWY0-1297	ACETYL-COA	1
THREONINE-DEG2-PWY	P4-PWY	THR	1
THREONINE-DEG2-PWY	PWY-2161	GLY	1
THREONINE-DEG2-PWY	1CMET2-PWY	GLY	1
THREONINE-DEG2-PWY	PWY0-321	ACETYL-COA	1
PWY-6151	PWY0-781	S-ADENOSYLMETHIONINE,CPD-1301,MET,CPD-1302,HOMO-CYS	5
PWY-6151	ALL-CHORISMATE-PWY	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
PWY-6151	MET-SAM-PWY	S-ADENOSYLMETHIONINE,CPD-1301,MET,CPD-1302,HOMO-CYS	5
PWY-6151	PWY0-1569	DIHYDROXYPENTANEDIONE	1
PWY-6151	PWY0-541	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
PWY-6151	BSUBPOLYAMSYN-PWY	S-ADENOSYLMETHIONINE	1
PWY-6151	PWY0-1533	ADENINE,S-ADENOSYLMETHIONINE,MET	3
PWY-6151	MENAQUINONESYN-PWY	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
PWY-6151	PWY-5838	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
PWY-6151	METSYN-PWY	CPD-1301,MET,CPD-1302,HOMO-CYS	4
PWY-6151	HOMOSER-METSYN-PWY	CPD-1301,MET,CPD-1302,HOMO-CYS	4
PWY-6151	P2-PWY	ADENINE	1
PWY-6151	SAM-PWY	S-ADENOSYLMETHIONINE,MET	2
PWY-6151	PWY0-1507	S-ADENOSYLMETHIONINE,MET	2
PWY-6151	BIOTIN-BIOSYNTHESIS-PWY	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE,MET	3
PWY-6151	PWY-6823	S-ADENOSYLMETHIONINE,MET	2
PWY-6151	TRNA-CHARGING-PWY	MET	1
PWY-6151	PWY-6605	ADENINE	1
PWY-6151	PWY-6611	ADENINE	1
PWY-6151	PWY-6609	ADENINE	1
PWY-6151	PWY0-1391	ADENINE	1
PWY-6151	PWY-6700	ADENINE,S-ADENOSYLMETHIONINE,MET	3
PWY-6151	PWY0-1554	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
PWY-6151	THISYN-PWY	S-ADENOSYLMETHIONINE,MET	2
PWY-6151	PWY-6890	S-ADENOSYLMETHIONINE,MET	2
PWY-6151	PWY-7892	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
PWY-6151	ARG+POLYAMINE-SYN	S-ADENOSYLMETHIONINE	1
PWY-6151	POLYAMSYN-PWY	S-ADENOSYLMETHIONINE	1
PWY-6151	PWY0-1297	ADENINE	1
PWY-6151	P4-PWY	CPD-1301,MET,CPD-1302,HOMO-CYS	4
PWY-6151	PWY-7179	ADENINE	1
PWY-6151	1CMET2-PWY	MET,HOMO-CYS	2
PWY-6151	PWY0-1296	ADENINE	1
PWY-6151	PWY-6617	ADENINE	1
PWY-5350	PWY-7870	SO3,S2O3	2
UBISYN-PWY	PWY-5901	PYRUVATE,CHORISMATE	2
UBISYN-PWY	VALSYN-PWY	PYRUVATE	1
UBISYN-PWY	PWY0-781	PYRUVATE,S-ADENOSYLMETHIONINE	2
UBISYN-PWY	PWY0-1471	|Acceptor|,|Donor-H2|	2
UBISYN-PWY	ALL-CHORISMATE-PWY	PYRUVATE,CHORISMATE,|Acceptor|,|Donor-H2|,CPD-9956,OCTAPRENYL-METHYL-OH-METHOXY-BENZQ,OCTAPRENYL-METHYL-METHOXY-BENZQ,OCTAPRENYL-METHOXY-BENZOQUINONE,ADENOSYL-HOMO-CYS,2-OCTAPRENYL-6-METHOXYPHENOL,S-ADENOSYLMETHIONINE,2-OCTAPRENYL-6-HYDROXYPHENOL,2-OCTAPRENYLPHENOL,3-OCTAPRENYL-4-HYDROXYBENZOATE,|4-hydroxybenzoate|,OCTAPRENYL-DIPHOSPHATE,FARNESYL-PP,GERANYL-PP,CPD-4211,DELTA3-ISOPENTENYL-PP	20
UBISYN-PWY	FUC-RHAMCAT-PWY	PYRUVATE	1
UBISYN-PWY	GLUCARGALACTSUPER-PWY	PYRUVATE	1
UBISYN-PWY	PYRUVDEHYD-PWY	PYRUVATE	1
UBISYN-PWY	PWY-5162	PYRUVATE	1
UBISYN-PWY	PWY0-1465	PYRUVATE	1
UBISYN-PWY	MET-SAM-PWY	PYRUVATE,S-ADENOSYLMETHIONINE	2
UBISYN-PWY	THREOCAT-PWY	PYRUVATE	1
UBISYN-PWY	PWY0-845	PYRUVATE	1
UBISYN-PWY	PWY0-541	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
UBISYN-PWY	LCYSDEG-PWY	PYRUVATE	1
UBISYN-PWY	PWY-5852	OCTAPRENYL-DIPHOSPHATE	1
UBISYN-PWY	GLYOXDEG-PWY	|Acceptor|,|Donor-H2|	2
UBISYN-PWY	GLYCOLATEMET-PWY	|Acceptor|,|Donor-H2|	2
UBISYN-PWY	PWY0-1535	PYRUVATE	1
UBISYN-PWY	BSUBPOLYAMSYN-PWY	S-ADENOSYLMETHIONINE	1
UBISYN-PWY	NONMEVIPP-PWY	PYRUVATE,CPD-4211,DELTA3-ISOPENTENYL-PP	3
UBISYN-PWY	PWY0-1533	|Acceptor|,|Donor-H2|,S-ADENOSYLMETHIONINE	3
UBISYN-PWY	MENAQUINONESYN-PWY	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
UBISYN-PWY	PWY-5838	PYRUVATE,CHORISMATE,ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE,OCTAPRENYL-DIPHOSPHATE,FARNESYL-PP,DELTA3-ISOPENTENYL-PP	7
UBISYN-PWY	PWY0-1317	PYRUVATE	1
UBISYN-PWY	PHESYN	CHORISMATE	1
UBISYN-PWY	THIOREDOX-PWY	|Acceptor|,|Donor-H2|	2
UBISYN-PWY	GALACTCAT-PWY	PYRUVATE	1
UBISYN-PWY	PWY-7242	PYRUVATE	1
UBISYN-PWY	METSYN-PWY	PYRUVATE	1
UBISYN-PWY	HOMOSER-METSYN-PWY	PYRUVATE	1
UBISYN-PWY	GALACTARDEG-PWY	PYRUVATE	1
UBISYN-PWY	GALACTUROCAT-PWY	PYRUVATE	1
UBISYN-PWY	GLUCARDEG-PWY	PYRUVATE	1
UBISYN-PWY	GLUCUROCAT-PWY	PYRUVATE	1
UBISYN-PWY	PWY-5386	PYRUVATE	1
UBISYN-PWY	PWY-5459	PYRUVATE	1
UBISYN-PWY	SAM-PWY	S-ADENOSYLMETHIONINE	1
UBISYN-PWY	PWY0-1507	S-ADENOSYLMETHIONINE	1
UBISYN-PWY	BIOTIN-BIOSYNTHESIS-PWY	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
UBISYN-PWY	PWY-6823	|Acceptor|,|Donor-H2|,S-ADENOSYLMETHIONINE	3
UBISYN-PWY	GLUCONEO-PWY	PYRUVATE	1
UBISYN-PWY	HEXITOLDEGSUPER-PWY	PYRUVATE	1
UBISYN-PWY	PWY-5785	FARNESYL-PP,DELTA3-ISOPENTENYL-PP	2
UBISYN-PWY	PWY-5783	OCTAPRENYL-DIPHOSPHATE,FARNESYL-PP,DELTA3-ISOPENTENYL-PP	3
UBISYN-PWY	POLYISOPRENSYN-PWY	OCTAPRENYL-DIPHOSPHATE,FARNESYL-PP,GERANYL-PP,CPD-4211,DELTA3-ISOPENTENYL-PP	5
UBISYN-PWY	PWY-5123	FARNESYL-PP,GERANYL-PP,CPD-4211,DELTA3-ISOPENTENYL-PP	4
UBISYN-PWY	PWY-5837	PYRUVATE,CHORISMATE	2
