# From bin/get_pathway_compounds.pl on Sun Jul 26 11:16:24 2020
# Pathway1	Pathway2	Shared compounds	Numbber of shared compounds
PWY-5838	DAPLYSINESYN-PWY	2-KETOGLUTARATE,PYRUVATE	2
PWY-5838	PWY-6700	S-ADENOSYLMETHIONINE	1
PWY-5838	PWY0-1554	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
PWY-5838	THISYN-PWY	PYRUVATE,S-ADENOSYLMETHIONINE	2
PWY-5838	PWY-6890	S-ADENOSYLMETHIONINE	1
PWY-5838	PWY-7892	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
PWY-5838	PWY0-1324	PYRUVATE	1
PWY-5838	ARG+POLYAMINE-SYN	2-KETOGLUTARATE,S-ADENOSYLMETHIONINE	2
PWY-5838	POLYAMSYN-PWY	S-ADENOSYLMETHIONINE	1
PWY-5838	BRANCHED-CHAIN-AA-SYN-PWY	2-KETOGLUTARATE,PYRUVATE	2
PWY-5838	SER-GLYSYN-PWY	2-KETOGLUTARATE	1
PWY-5838	ASPASN-PWY	2-KETOGLUTARATE	1
PWY-5838	ENTBACSYN-PWY	CHORISMATE,ISOCHORISMATE,PYRUVATE	3
PWY-5838	P4-PWY	2-KETOGLUTARATE,PYRUVATE	2
PWY-5838	COMPLETE-ARO-PWY	CHORISMATE,2-KETOGLUTARATE,PYRUVATE	3
PWY-5838	PWY-6612	CHORISMATE,PYRUVATE	2
PWY-5838	PWY-6543	CHORISMATE,PYRUVATE	2
PWY-5838	AMMASSIM-PWY	2-KETOGLUTARATE	1
PWY0-1317	PWY0-1315	LACTALD	1
PWY0-1317	GLUCOSE1PMETAB-PWY	E-	1
PWY0-1317	FUCCAT-PWY	LACTALD	1
PWY0-1317	PWY0-1599	|ETR-Quinols|,|ETR-Quinones|	2
PWY0-1317	GALACTCAT-PWY	PYRUVATE	1
PWY0-1317	PWY-7242	PYRUVATE	1
PWY0-1317	METSYN-PWY	PYRUVATE	1
PWY0-1317	HOMOSER-METSYN-PWY	PYRUVATE	1
PWY0-1317	GALACTARDEG-PWY	PYRUVATE	1
PWY0-1317	GALACTUROCAT-PWY	PYRUVATE	1
PWY0-1317	GLUCARDEG-PWY	PYRUVATE	1
PWY0-1317	GLUCUROCAT-PWY	PYRUVATE	1
PWY0-1317	PWY-5386	E-,PYRUVATE	2
PWY0-1317	PWY-5459	E-,LACTALD,PYRUVATE,|ETR-Quinols|,|ETR-Quinones|,L-LACTATE	6
PWY0-1317	PWY0-461	|ETR-Quinols|,|ETR-Quinones|	2
PWY0-1317	GLUCONEO-PWY	PYRUVATE	1
PWY0-1317	HEXITOLDEGSUPER-PWY	PYRUVATE	1
PWY0-1317	PWY0-1591	E-	1
PWY0-1317	PWY0-1590	E-	1
PWY0-1317	PWY-5837	PYRUVATE	1
PWY0-1317	PWY0-42	PYRUVATE	1
PWY0-1317	DAPLYSINESYN-PWY	PYRUVATE	1
PWY0-1317	THISYN-PWY	PYRUVATE	1
PWY0-1317	PWY0-1324	PYRUVATE	1
PWY0-1317	BRANCHED-CHAIN-AA-SYN-PWY	PYRUVATE	1
PWY0-1317	ENTBACSYN-PWY	PYRUVATE	1
PWY0-1317	P4-PWY	PYRUVATE	1
PWY0-1317	COMPLETE-ARO-PWY	PYRUVATE	1
PWY0-1317	PWY-6612	PYRUVATE	1
PWY0-1317	PWY-6543	PYRUVATE	1
PHESYN	PWY-7196	GLT	1
PHESYN	PWY-7208	GLT	1
PHESYN	GLUTATHIONESYN-PWY	GLT	1
PHESYN	PWY-5188	GLT	1
PHESYN	GLUTDEG-PWY	GLT,2-KETOGLUTARATE	2
PHESYN	ASPARTATESYN-PWY	GLT,2-KETOGLUTARATE	2
PHESYN	PYRIDNUCSAL-PWY	GLT	1
PHESYN	LEUSYN-PWY	GLT,2-KETOGLUTARATE	2
PHESYN	PWY-7761	GLT	1
PHESYN	PYRIDNUCSYN-PWY	GLT	1
PHESYN	PWY0-1325	GLT	1
PHESYN	ASPARAGINE-BIOSYNTHESIS	GLT	1
PHESYN	PWY-7221	GLT	1
PHESYN	PWY0-1221	GLT	1
PHESYN	PUTDEG-PWY	GLT,2-KETOGLUTARATE	2
PHESYN	PWY0-461	GLT,2-KETOGLUTARATE	2
PHESYN	HISTSYN-PWY	GLT,2-KETOGLUTARATE	2
PHESYN	TRNA-CHARGING-PWY	GLT,PHE	2
PHESYN	PWY-5837	2-KETOGLUTARATE,CHORISMATE	2
PHESYN	ARGSYN-PWY	GLT,2-KETOGLUTARATE	2
PHESYN	DAPLYSINESYN-PWY	GLT,2-KETOGLUTARATE	2
PHESYN	PEPTIDOGLYCANSYN-PWY	GLT	1
PHESYN	PWY0-1554	PHENYL-PYRUVATE,PREPHENATE	2
PHESYN	ARG+POLYAMINE-SYN	GLT,2-KETOGLUTARATE	2
PHESYN	PWY0-1305	GLT	1
PHESYN	PWY-6125	GLT	1
PHESYN	DENOVOPURINE2-PWY	GLT	1
PHESYN	PWY-6387	GLT	1
PHESYN	BRANCHED-CHAIN-AA-SYN-PWY	GLT,2-KETOGLUTARATE	2
PHESYN	SER-GLYSYN-PWY	GLT,2-KETOGLUTARATE	2
PHESYN	ASPASN-PWY	GLT,2-KETOGLUTARATE	2
PHESYN	ENTBACSYN-PWY	CHORISMATE	1
PHESYN	P4-PWY	GLT,2-KETOGLUTARATE	2
PHESYN	COMPLETE-ARO-PWY	GLT,PHE,2-KETOGLUTARATE,PHENYL-PYRUVATE,PREPHENATE,CHORISMATE	6
PHESYN	PWY-2161	GLT	1
PHESYN	PWY-6614	GLT	1
PHESYN	PWY-6612	GLT,CHORISMATE	2
PHESYN	PWY-6543	GLT,CHORISMATE	2
PHESYN	GLNSYN-PWY	GLT	1
PHESYN	NRI-PWY	GLT	1
PHESYN	AMMASSIM-PWY	GLT,2-KETOGLUTARATE	2
PWY0-163	PWY-7193	AMMONIUM,URIDINE,CYTIDINE	3
PWY0-163	PWY-7196	PRPP,URACIL,AMMONIUM,URIDINE,CYTIDINE	5
PWY0-163	PWY-7208	PRPP,URACIL,AMMONIUM	3
PWY0-163	METSYN-PWY	AMMONIUM	1
PWY0-163	HOMOSER-METSYN-PWY	AMMONIUM	1
PWY0-163	PWY-5188	AMMONIUM	1
PWY0-163	GLUTDEG-PWY	AMMONIUM	1
PWY0-163	PYRIDNUCSAL-PWY	PRPP,AMMONIUM	2
PWY0-163	PWY-7761	AMMONIUM	1
PWY0-163	PYRIDNUCSYN-PWY	PRPP,AMMONIUM	2
PWY0-163	PWY0-1325	AMMONIUM	1
PWY0-163	ASPARAGINESYN-PWY	AMMONIUM	1
PWY0-163	ASPARAGINE-BIOSYNTHESIS	AMMONIUM	1
PWY0-163	PWY-7221	AMMONIUM	1
PWY0-163	PWY0-1221	AMMONIUM	1
PWY0-163	ASPARAGINE-DEG1-PWY	AMMONIUM	1
PWY0-163	PWY-6608	RIBOSE-1P,AMMONIUM	2
PWY0-163	HISTSYN-PWY	PRPP,AMMONIUM	2
PWY0-163	PWY-5705	AMMONIUM	1
PWY0-163	PWY-5698	AMMONIUM	1
PWY0-163	PWY0-41	AMMONIUM	1
PWY0-163	ARGSYN-PWY	AMMONIUM	1
PWY0-163	SALVPURINE2-PWY	PRPP,RIBOSE-1P	2
PWY0-163	PWY-6605	PRPP	1
PWY0-163	PWY-6611	RIBOSE-1P,AMMONIUM	2
PWY0-163	PWY-6609	PRPP,RIBOSE-1P,AMMONIUM	3
PWY0-163	GLYCLEAV-PWY	AMMONIUM	1
PWY0-163	PWY-6579	PRPP,RIBOSE-1P	2
PWY0-163	PWY-6620	PRPP,RIBOSE-1P	2
PWY0-163	CYANCAT-PWY	AMMONIUM	1
PWY0-163	ARG+POLYAMINE-SYN	AMMONIUM	1
PWY0-163	PWY-6125	AMMONIUM	1
PWY0-163	DENOVOPURINE2-PWY	PRPP,AMMONIUM	2
PWY0-163	BRANCHED-CHAIN-AA-SYN-PWY	AMMONIUM	1
PWY0-163	ASPASN-PWY	AMMONIUM	1
PWY0-163	PWY0-1297	AMMONIUM	1
PWY0-163	P4-PWY	AMMONIUM	1
PWY0-163	COMPLETE-ARO-PWY	PRPP	1
PWY0-163	PWY-7179	AMMONIUM	1
PWY0-163	PWY-6019	URACIL	1
PWY0-163	1CMET2-PWY	AMMONIUM	1
PWY0-163	PWY0-1296	RIBOSE-1P,AMMONIUM	2
PWY0-163	GLNSYN-PWY	AMMONIUM	1
PWY0-163	NRI-PWY	AMMONIUM	1
PWY0-163	AMMASSIM-PWY	AMMONIUM	1
PWY0-1315	FUCCAT-PWY	LACTALD	1
PWY0-1315	PWY-5453	PROPANE-1-2-DIOL	1
PWY0-1315	PWY-5459	LACTALD	1
PWY0-44	MANNCAT-PWY	FRUCTOSE-6P	1
PWY0-44	GLUCONEO-PWY	FRUCTOSE-6P	1
PWY0-44	MANNIDEG-PWY	FRUCTOSE-6P	1
PWY0-44	HEXITOLDEGSUPER-PWY	FRUCTOSE-6P	1
PWY0-44	PWY-5659	FRUCTOSE-6P	1
PWY-7193	PWY-7196	AMMONIUM,URIDINE,CYTIDINE	3
PWY-7193	PWY-7208	AMMONIUM	1
PWY-7193	METSYN-PWY	AMMONIUM	1
PWY-7193	HOMOSER-METSYN-PWY	AMMONIUM	1
PWY-7193	PWY-5188	AMMONIUM	1
PWY-7193	GLUTDEG-PWY	AMMONIUM	1
PWY-7193	PYRIDNUCSAL-PWY	AMMONIUM	1
PWY-7193	PWY-7761	AMMONIUM	1
PWY-7193	PYRIDNUCSYN-PWY	AMMONIUM	1
PWY-7193	PWY0-1325	AMMONIUM	1
PWY-7193	ASPARAGINESYN-PWY	AMMONIUM	1
PWY-7193	ASPARAGINE-BIOSYNTHESIS	AMMONIUM	1
PWY-7193	PWY-7221	AMMONIUM	1
PWY-7193	PWY0-1221	AMMONIUM	1
PWY-7193	ASPARAGINE-DEG1-PWY	AMMONIUM	1
PWY-7193	PWY-6608	AMMONIUM	1
PWY-7193	HISTSYN-PWY	AMMONIUM	1
PWY-7193	PWY-5705	AMMONIUM	1
PWY-7193	PWY-5698	AMMONIUM	1
PWY-7193	PWY0-41	AMMONIUM	1
PWY-7193	ARGSYN-PWY	AMMONIUM	1
PWY-7193	PWY-6611	AMMONIUM	1
PWY-7193	PWY-6609	AMMONIUM	1
PWY-7193	GLYCLEAV-PWY	AMMONIUM	1
PWY-7193	CYANCAT-PWY	AMMONIUM	1
PWY-7193	ARG+POLYAMINE-SYN	AMMONIUM	1
PWY-7193	PWY-6125	AMMONIUM	1
PWY-7193	DENOVOPURINE2-PWY	AMMONIUM	1
PWY-7193	BRANCHED-CHAIN-AA-SYN-PWY	AMMONIUM	1
PWY-7193	ASPASN-PWY	AMMONIUM	1
PWY-7193	PWY0-1297	AMMONIUM	1
PWY-7193	P4-PWY	AMMONIUM	1
PWY-7193	PWY-7179	AMMONIUM	1
PWY-7193	1CMET2-PWY	AMMONIUM	1
PWY-7193	PWY0-1296	AMMONIUM	1
PWY-7193	GLNSYN-PWY	AMMONIUM	1
PWY-7193	NRI-PWY	AMMONIUM	1
PWY-7193	AMMASSIM-PWY	AMMONIUM	1
LYXMET-PWY	ARABCAT-PWY	XYLULOSE-5-PHOSPHATE,L-RIBULOSE-5-P	2
LYXMET-PWY	PWY0-301	L-XYLULOSE-5-P,XYLULOSE-5-PHOSPHATE,L-RIBULOSE-5-P	3
LYXMET-PWY	PWY-6961	L-XYLULOSE-5-P,XYLULOSE-5-PHOSPHATE,L-RIBULOSE-5-P	3
ETOH-ACETYLCOA-ANA-PWY	PWY-7180	ACETYL-COA,ACETALD	2
ETOH-ACETYLCOA-ANA-PWY	LEUSYN-PWY	ACETYL-COA	1
ETOH-ACETYLCOA-ANA-PWY	FAO-PWY	ACETYL-COA	1
ETOH-ACETYLCOA-ANA-PWY	ARGSYN-PWY	ACETYL-COA	1
ETOH-ACETYLCOA-ANA-PWY	ARG+POLYAMINE-SYN	ACETYL-COA	1
ETOH-ACETYLCOA-ANA-PWY	BRANCHED-CHAIN-AA-SYN-PWY	ACETYL-COA	1
ETOH-ACETYLCOA-ANA-PWY	PWY0-1297	ACETYL-COA,ACETALD	2
ETOH-ACETYLCOA-ANA-PWY	PWY0-321	ACETYL-COA	1
PWY0-1300	MANNCAT-PWY	CPD-15979	1
PWY0-1300	GALACTARDEG-PWY	2-PG,GLYCERATE	2
PWY0-1300	GLUCARDEG-PWY	2-PG,GLYCERATE	2
PWY0-1300	GLUCONEO-PWY	2-PG	1
PWY0-1300	HEXITOLDEGSUPER-PWY	2-PG	1
PWY0-1300	PWY-5659	CPD-15979	1
PWY-7196	PWY-7208	AMMONIUM,URACIL,PRPP,GLT,GLN	5
PWY-7196	RIBOKIN-PWY	|D-Ribofuranose|	1
PWY-7196	GLUTATHIONESYN-PWY	GLT	1
PWY-7196	METSYN-PWY	AMMONIUM	1
PWY-7196	HOMOSER-METSYN-PWY	AMMONIUM	1
PWY-7196	PWY-5188	AMMONIUM,GLT	2
PWY-7196	GLUTDEG-PWY	AMMONIUM,GLT	2
PWY-7196	ASPARTATESYN-PWY	GLT	1
PWY-7196	PYRIDNUCSAL-PWY	AMMONIUM,PRPP,GLT,GLN	4
PWY-7196	LEUSYN-PWY	GLT	1
PWY-7196	PWY-7761	AMMONIUM,GLT,GLN	3
PWY-7196	PYRIDNUCSYN-PWY	AMMONIUM,PRPP,GLT,GLN	4
PWY-7196	PWY0-1325	AMMONIUM,GLT,GLN	3
PWY-7196	ASPARAGINESYN-PWY	AMMONIUM	1
PWY-7196	ASPARAGINE-BIOSYNTHESIS	AMMONIUM,GLT,GLN	3
PWY-7196	PWY-7221	AMMONIUM,GLT,GLN	3
PWY-7196	PWY0-1221	AMMONIUM,GLT	2
PWY-7196	PUTDEG-PWY	GLT	1
PWY-7196	ASPARAGINE-DEG1-PWY	AMMONIUM	1
PWY-7196	PWY-6608	AMMONIUM	1
PWY-7196	PWY0-461	GLT	1
PWY-7196	HISTSYN-PWY	AMMONIUM,PRPP,GLT,GLN	4
PWY-7196	TRNA-CHARGING-PWY	GLT,GLN	2
PWY-7196	PWY-5705	AMMONIUM	1
PWY-7196	PWY-5698	AMMONIUM	1
PWY-7196	PWY0-41	AMMONIUM	1
PWY-7196	ARGSYN-PWY	AMMONIUM,GLT,GLN	3
PWY-7196	SALVPURINE2-PWY	PRPP	1
PWY-7196	PWY-6605	|D-Ribofuranose|,PRPP	2
PWY-7196	PWY-6611	AMMONIUM	1
PWY-7196	PWY-6609	AMMONIUM,PRPP	2
PWY-7196	GLYCLEAV-PWY	AMMONIUM	1
PWY-7196	DAPLYSINESYN-PWY	GLT	1
PWY-7196	PEPTIDOGLYCANSYN-PWY	GLT	1
PWY-7196	PWY-6579	PRPP	1
PWY-7196	PWY-6620	PRPP	1
PWY-7196	CYANCAT-PWY	AMMONIUM	1
PWY-7196	ARG+POLYAMINE-SYN	AMMONIUM,GLT,GLN	3
PWY-7196	PWY0-1305	GLT	1
PWY-7196	PWY-6125	AMMONIUM,GLT,GLN	3
PWY-7196	DENOVOPURINE2-PWY	AMMONIUM,PRPP,GLT,GLN	4
PWY-7196	PWY-6387	GLT	1
PWY-7196	BRANCHED-CHAIN-AA-SYN-PWY	AMMONIUM,GLT	2
PWY-7196	SER-GLYSYN-PWY	GLT	1
PWY-7196	ASPASN-PWY	AMMONIUM,GLT	2
PWY-7196	PWY0-1297	AMMONIUM	1
PWY-7196	P4-PWY	AMMONIUM,GLT	2
PWY-7196	COMPLETE-ARO-PWY	PRPP,GLT,GLN	3
PWY-7196	PWY-7179	AMMONIUM	1
PWY-7196	PWY-6019	URACIL	1
PWY-7196	PWY-2161	GLT	1
PWY-7196	PWY-6614	GLT	1
PWY-7196	1CMET2-PWY	AMMONIUM	1
PWY-7196	PWY-6612	GLT,GLN	2
PWY-7196	PWY-6543	GLT,GLN	2
PWY-7196	PWY0-1296	AMMONIUM	1
PWY-7196	GLNSYN-PWY	AMMONIUM,GLT,GLN	3
PWY-7196	NRI-PWY	AMMONIUM,GLT,GLN	3
PWY-7196	AMMASSIM-PWY	AMMONIUM,GLT,GLN	3
PWY0-1314	GLUCONEO-PWY	FRUCTOSE-16-DIPHOSPHATE	1
PWY0-1314	HEXITOLDEGSUPER-PWY	FRUCTOSE-16-DIPHOSPHATE	1
GLUCOSE1PMETAB-PWY	PWY0-1301	|Glucopyranose|	1
GLUCOSE1PMETAB-PWY	KETOGLUCONMET-PWY	GLUCONATE	1
GLUCOSE1PMETAB-PWY	IDNCAT-PWY	GLUCONATE	1
GLUCOSE1PMETAB-PWY	GLYCOCAT-PWY	|Phosphorylated-phosphoglucomutase|,ALPHA-GLUCOSE-16-BISPHOSPHATE,|Phosphoglucomutase|,GLC-1-P,|D-glucopyranose-6-phosphate|,|Glucopyranose|	6
GLUCOSE1PMETAB-PWY	PWY-5386	E-,|Ubiquinols|,|Ubiquinones|	3
GLUCOSE1PMETAB-PWY	PWY-5459	E-	1
GLUCOSE1PMETAB-PWY	GLUCONEO-PWY	|D-glucopyranose-6-phosphate|	1
GLUCOSE1PMETAB-PWY	PWY0-1591	E-	1
GLUCOSE1PMETAB-PWY	PWY0-1590	E-	1
GLUCOSE1PMETAB-PWY	PWY-5659	|D-glucopyranose-6-phosphate|	1
PWY-7208	GLUTATHIONESYN-PWY	GLT	1
PWY-7208	METSYN-PWY	AMMONIUM	1
PWY-7208	HOMOSER-METSYN-PWY	AMMONIUM	1
PWY-7208	PWY-5188	AMMONIUM,GLT	2
PWY-7208	GLUTDEG-PWY	AMMONIUM,GLT	2
PWY-7208	ASPARTATESYN-PWY	GLT	1
PWY-7208	PYRIDNUCSAL-PWY	AMMONIUM,GLT,GLN,PRPP	4
PWY-7208	LEUSYN-PWY	GLT	1
PWY-7208	PWY-7761	AMMONIUM,GLT,GLN	3
PWY-7208	PYRIDNUCSYN-PWY	AMMONIUM,GLT,GLN,PRPP	4
PWY-7208	PWY0-1325	AMMONIUM,GLT,GLN	3
PWY-7208	ASPARAGINESYN-PWY	AMMONIUM	1
PWY-7208	ASPARAGINE-BIOSYNTHESIS	AMMONIUM,GLT,GLN	3
PWY-7208	PWY-7221	AMMONIUM,GLT,GLN	3
PWY-7208	PWY0-1221	AMMONIUM,GLT	2
PWY-7208	PUTDEG-PWY	GLT	1
PWY-7208	ASPARAGINE-DEG1-PWY	AMMONIUM	1
PWY-7208	PWY-6608	AMMONIUM	1
PWY-7208	PWY0-461	GLT	1
PWY-7208	HISTSYN-PWY	AMMONIUM,GLT,GLN,PRPP	4
PWY-7208	TRNA-CHARGING-PWY	GLT,GLN	2
PWY-7208	PWY-5705	AMMONIUM	1
PWY-7208	PWY-5698	AMMONIUM	1
PWY-7208	PWY0-41	AMMONIUM	1
PWY-7208	ARGSYN-PWY	AMMONIUM,GLT,GLN	3
PWY-7208	SALVPURINE2-PWY	PRPP	1
PWY-7208	PWY-6605	PRPP	1
PWY-7208	PWY-6611	AMMONIUM	1
PWY-7208	PWY-6609	AMMONIUM,PRPP	2
PWY-7208	GLYCLEAV-PWY	AMMONIUM	1
PWY-7208	DAPLYSINESYN-PWY	GLT	1
PWY-7208	PEPTIDOGLYCANSYN-PWY	GLT	1
PWY-7208	PWY-6579	PRPP	1
PWY-7208	PWY-6620	PRPP	1
PWY-7208	CYANCAT-PWY	AMMONIUM	1
PWY-7208	ARG+POLYAMINE-SYN	AMMONIUM,GLT,GLN	3
PWY-7208	PWY0-1305	GLT	1
PWY-7208	PWY-6125	AMMONIUM,GLT,GLN	3
PWY-7208	DENOVOPURINE2-PWY	AMMONIUM,GLT,GLN,PRPP	4
PWY-7208	PWY-6387	GLT	1
PWY-7208	BRANCHED-CHAIN-AA-SYN-PWY	AMMONIUM,GLT	2
PWY-7208	SER-GLYSYN-PWY	GLT	1
PWY-7208	ASPASN-PWY	AMMONIUM,GLT	2
PWY-7208	PWY0-1297	AMMONIUM	1
PWY-7208	P4-PWY	AMMONIUM,GLT	2
PWY-7208	COMPLETE-ARO-PWY	GLT,GLN,PRPP	3
PWY-7208	PWY-7179	AMMONIUM	1
PWY-7208	PWY-6019	URACIL	1
PWY-7208	PWY-2161	GLT	1
PWY-7208	PWY-6614	GLT	1
PWY-7208	1CMET2-PWY	AMMONIUM	1
PWY-7208	PWY-6612	GLT,GLN	2
PWY-7208	PWY-6543	GLT,GLN	2
PWY-7208	PWY0-1296	AMMONIUM	1
PWY-7208	GLNSYN-PWY	AMMONIUM,GLT,GLN	3
PWY-7208	NRI-PWY	AMMONIUM,GLT,GLN	3
PWY-7208	AMMASSIM-PWY	AMMONIUM,GLT,GLN	3
PWY-7180	GALACTCAT-PWY	GAP	1
PWY-7180	PWY-7242	GAP	1
PWY-7180	GALACTUROCAT-PWY	GAP	1
PWY-7180	GLUCUROCAT-PWY	GAP	1
PWY-7180	LEUSYN-PWY	ACETYL-COA	1
PWY-7180	GLUCONEO-PWY	GAP	1
PWY-7180	HEXITOLDEGSUPER-PWY	GAP	1
PWY-7180	GALACTITOLCAT-PWY	GAP	1
PWY-7180	FAO-PWY	ACETYL-COA	1
PWY-7180	ARGSYN-PWY	ACETYL-COA	1
PWY-7180	THISYN-PWY	GAP	1
PWY-7180	ARG+POLYAMINE-SYN	ACETYL-COA	1
PWY-7180	BRANCHED-CHAIN-AA-SYN-PWY	ACETYL-COA	1
PWY-7180	PWY0-1297	DEOXY-D-RIBOSE-1-PHOSPHATE,GAP,DEOXY-RIBOSE-5P,ACETYL-COA,ACETALD	5
PWY-7180	COMPLETE-ARO-PWY	GAP	1
PWY-7180	PWY-7179	DEOXY-D-RIBOSE-1-PHOSPHATE	1
PWY-7180	PWY0-321	ACETYL-COA	1
PWY0-1309	P2-PWY	ACET	1
PWY0-1309	ARGSYN-PWY	ACET	1
PWY0-1309	PWY0-1324	N-ACETYL-D-GLUCOSAMINE-6-P	1
PWY0-1309	ARG+POLYAMINE-SYN	ACET	1
PWY-5669	PWY0-901	SER	1
PWY-5669	TRNA-CHARGING-PWY	SER	1
PWY-5669	SER-GLYSYN-PWY	SER	1
PWY-5669	ENTBACSYN-PWY	SER	1
PWY-5669	COMPLETE-ARO-PWY	SER	1
PWY-5669	PWY-2161	SER	1
PWY-5669	1CMET2-PWY	SER	1
RIBOKIN-PWY	PYRIDNUCSAL-PWY	CPD-15317	1
RIBOKIN-PWY	PWY-6605	|D-Ribofuranose|	1
RIBOKIN-PWY	PWY-6019	CPD-15317	1
RIBOKIN-PWY	PWY-6617	CPD-15317	1
THIOREDOX-PWY	PWY-6823	|Acceptor|,|Donor-H2|	2
THIOREDOX-PWY	PWY-6700	|Acceptor|,|Donor-H2|	2
THIOREDOX-PWY	PWY-7892	|Acceptor|,|Donor-H2|	2
THIOREDOX-PWY	BETSYN-PWY	|Acceptor|,|Donor-H2|	2
THIOREDOX-PWY	PWY-6126	|Red-Thioredoxin|,|Ox-Thioredoxin|	2
THIOREDOX-PWY	PWY-6125	|Red-Thioredoxin|,|Ox-Thioredoxin|	2
THIOREDOX-PWY	DENOVOPURINE2-PWY	|Red-Thioredoxin|,|Ox-Thioredoxin|	2
THIOREDOX-PWY	PWY-7220	|Red-Thioredoxin|,|Ox-Thioredoxin|	2
THIOREDOX-PWY	PWY-7184	|Red-Thioredoxin|,|Ox-Thioredoxin|	2
FUCCAT-PWY	DARABCATK12-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
FUCCAT-PWY	PWY-7446	DIHYDROXY-ACETONE-PHOSPHATE	1
FUCCAT-PWY	PYRIDNUCSYN-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
FUCCAT-PWY	PWY-5459	LACTALD	1
FUCCAT-PWY	GLUCONEO-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
FUCCAT-PWY	HEXITOLDEGSUPER-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
FUCCAT-PWY	GALACTITOLCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
FUCCAT-PWY	PWY0-1591	DIHYDROXY-ACETONE-PHOSPHATE	1
MANNCAT-PWY	GLUCONEO-PWY	FRUCTOSE-6P	1
MANNCAT-PWY	MANNIDEG-PWY	FRUCTOSE-6P	1
MANNCAT-PWY	HEXITOLDEGSUPER-PWY	FRUCTOSE-6P	1
MANNCAT-PWY	PWY-5659	FRUCTOSE-6P,CPD-15979	2
GLUTATHIONESYN-PWY	GLUT-REDOX-PWY	GLUTATHIONE	1
GLUTATHIONESYN-PWY	METSYN-PWY	CYS	1
GLUTATHIONESYN-PWY	HOMOSER-METSYN-PWY	CYS	1
GLUTATHIONESYN-PWY	PWY-5188	GLT	1
GLUTATHIONESYN-PWY	GLUTDEG-PWY	GLT	1
GLUTATHIONESYN-PWY	ASPARTATESYN-PWY	GLT	1
GLUTATHIONESYN-PWY	PYRIDNUCSAL-PWY	GLT	1
GLUTATHIONESYN-PWY	LEUSYN-PWY	GLT	1
GLUTATHIONESYN-PWY	PWY-7761	GLT	1
GLUTATHIONESYN-PWY	PYRIDNUCSYN-PWY	GLT	1
GLUTATHIONESYN-PWY	PWY-5386	GLUTATHIONE	1
GLUTATHIONESYN-PWY	PWY0-1325	GLT	1
GLUTATHIONESYN-PWY	ASPARAGINE-BIOSYNTHESIS	GLT	1
GLUTATHIONESYN-PWY	PWY-7221	GLT	1
GLUTATHIONESYN-PWY	PWY0-1221	GLT	1
GLUTATHIONESYN-PWY	PUTDEG-PWY	GLT	1
GLUTATHIONESYN-PWY	PWY-6823	CYS	1
GLUTATHIONESYN-PWY	PWY0-461	GLT	1
GLUTATHIONESYN-PWY	HISTSYN-PWY	GLT	1
GLUTATHIONESYN-PWY	TRNA-CHARGING-PWY	CYS,GLT,GLY	3
GLUTATHIONESYN-PWY	COA-PWY	CYS	1
GLUTATHIONESYN-PWY	ARGSYN-PWY	GLT	1
GLUTATHIONESYN-PWY	GLYCLEAV-PWY	GLY	1
GLUTATHIONESYN-PWY	DAPLYSINESYN-PWY	GLT	1
GLUTATHIONESYN-PWY	PEPTIDOGLYCANSYN-PWY	GLT	1
GLUTATHIONESYN-PWY	PWY0-1586	GLY	1
GLUTATHIONESYN-PWY	THISYN-PWY	CYS	1
GLUTATHIONESYN-PWY	PWY-7892	CYS,GLY	2
GLUTATHIONESYN-PWY	ARG+POLYAMINE-SYN	GLT	1
GLUTATHIONESYN-PWY	PWY0-1305	GLT	1
GLUTATHIONESYN-PWY	PWY-4121	GLUTATHIONE	1
GLUTATHIONESYN-PWY	PWY-6125	GLT	1
GLUTATHIONESYN-PWY	DENOVOPURINE2-PWY	GLT,GLY	2
GLUTATHIONESYN-PWY	PWY-6387	GLT	1
GLUTATHIONESYN-PWY	BRANCHED-CHAIN-AA-SYN-PWY	GLT	1
GLUTATHIONESYN-PWY	SER-GLYSYN-PWY	GLT,GLY	2
GLUTATHIONESYN-PWY	ASPASN-PWY	GLT	1
GLUTATHIONESYN-PWY	P4-PWY	CYS,GLT	2
GLUTATHIONESYN-PWY	COMPLETE-ARO-PWY	GLT	1
GLUTATHIONESYN-PWY	PANTOSYN-PWY	CYS	1
GLUTATHIONESYN-PWY	PWY-2161	GLT,GLY	2
GLUTATHIONESYN-PWY	PWY-6614	GLT	1
GLUTATHIONESYN-PWY	1CMET2-PWY	GLY	1
GLUTATHIONESYN-PWY	PWY-6612	GLT	1
GLUTATHIONESYN-PWY	PWY-6543	GLT	1
GLUTATHIONESYN-PWY	GLNSYN-PWY	GLT	1
GLUTATHIONESYN-PWY	NRI-PWY	GLT	1
GLUTATHIONESYN-PWY	AMMASSIM-PWY	GLT	1
PWY-5971	BIOTIN-BIOSYNTHESIS-PWY	ACP,MALONYL-ACP	2
PWY-5971	PWY-6282	ACP,MALONYL-ACP	2
